p,cand_old,wit_old,cand_bad,wit_bad,first_l_old,first_l_bad,witnesses_bad
5431,324,196,483,287,54311,54311,54311 65173 217241 282413 521377 553963 608273 640859 847237 901547 912409 1010167 1064477 1075339 1227407 1238269 1292579 1422923 1748783 1781369 1846541 1911713 2118091 2672053 2867569 2921879 2997913 3193429 3258601 3378083 3421531 3573599 3747391 3942907 3975493 4029803 4171009 4290491 4431697 4551179 4648937 4790143 4942211 5007383 5474449 5528759 5691689 5984963 6343409 6408581 6419443 7125473 7158059 7168921 7255817 7483919 7592539 7614263 7690297 7983571 8048743 8070467 8233397 8342017 8374603 8722187 8885117 8993737 9210977 9352183 9384769 9710629 9764939 9808387 10025627 10264591 10329763 10547003 10981483 11079241 11166137 11361653 11405101 11502859 11654927 11665789 11720099 11959063 12469577 12795437 13088711 13153883 13620949 13686121 13783879 13838189 14370427 14392151 14457323 14555081 14652839 14761459 14859217 15054733 15543523 15728177 15967141 15999727 16119209 16249553 16379897 16488517 16607999 16716619 17172823 17433511 17498683 17596441 18009197 18020059 18530573 18574021 18932467 19638497 20127287 20290217 20366251 20431423 20485733 20746421 20779007 20789869 21115729 21137453 21213487 21278659 21343831 21398141 21571933 21593657 21669691 21702277 21734863 21821759 21919517 22115033 22158481 22408307 23027441 23038303 23060027 23125199 23255543 23364163 23396749 23527093 23776919 23820367 23852953 24005021 24167951 24363467 24428639 24493811 24819671 24852257 24863119 25047773 25156393 25178117 25406219 25699493 25775527 25808113 25992767 26133973 26286041 26318627 26329489 26644487 26753107 26818279 26916037 27078967 27915341 27958789 28013099 28056547 28121719 28414993 28773439 28795163 29218781 29229643 29327401 29446883 29522917 29642399 29805329 30044293 30066017 30142051 30174637 30359291 30402739 30565669 30587393 30630841 30956701 31054459 31119631 31152217 31380319 31662731 31727903 32151521 32379623 32705483 32748931 33324617 33454961 33465823 33563581 33791683 33889441 33922027 34052371 34367369 34628057 34758401 34769263 34964779 34986503 35084261 35116847 35127709 35344949 35518741 35605637 35616499 35801153 36485459 36887353 37082869 37104593 37137179 37202351 37245799 37343557 37593383 37788899 37919243 38408033 38864237 38994581 39168373 39320441 39483371 39548543 39841817 39906989 39950437 40276297 40460951 40851983 41014913 41286463 41319049 41416807 41666633 41796977 41970769 42025079 42035941 42101113 42133699 42350939 42513869 42579041 42785419 42839729 42883177 43665241 43817309 43980239 44045411 44186617
5437,323,187,472,266,54371,54371,54371 86993 130489 184859 674189 848173 913417 1000409 1228763 1631101 1728967 1815959 1946447 1957321 1979069 2055187 2272667 2337911 2446651 2631509 2740249 2827241 3196957 3229579 3588421 3621043 3642791 3849397 4012507 4066877 4077751 4295231 4697569 4860679 4925923 5632733 6067693 6122063 6328669 6393913 6459157 6611393 6774503 7068101 7198589 7535683 7590053 7687919 7916273 8025013 8046761 8144627 8612209 8633957 8938429 8960177 9101539 9134161 9297271 9819223 9884467 10047577 10243309 10428167 10591277 10787009 11026237 11080607 11276339 11417701 11798291 11830913 11928779 11961401 12070141 12168007 12363739 12396361 12450731 12559471 12646463 13103171 13298903 13559879 13625123 13788233 13831729 13994839 14125327 14190571 14244941 14321059 14375429 14875633 15136609 15354089 15582443 15843419 16017403 16343623 16571977 16637221 17050433 17093929 17474519 17507141 17539763 17648503 17768117 17811613 18126959 18203077 18268321 18583667 18725029 18920761 19464461 19605823 20214767 20225641 20258263 20584483 20845459 21041191 21095561 21128183 21682757 21780623 21824119 21889363 21954607 22052473 22150339 22269953 22509181 22530929 22541803 22563551 22596173 22889771 23292109 23683573 23705321 23748817 23814061 23835809 24401257 24488249 24553493 24781847 24792721 24814469 24890587 25010201 25108067 25151563 25205933 25282051 25640893 25804003 25923617 26151971 26249837 26608679 26619553 26717419 26750041 26782663 27000143 27456851 27783071 27826567 27989677 28044047 28054921 28239779 28272401 28381141 28761731 28892219 28903093 28968337 29033581 29185817 29218439 29512037 29544659 29946997 30110107 30229721 30262343 30327587 30490697 30762547 30827791 31175759 31241003 31251877 31469357 31501979 31697711 31773829 31904317 32002183 32023931 32350151 32611127 32719867 33263567 33785519 34709809 34775053 34927289 35003407 35449241 35557981 35884201 35905949 36014689 36036437 36232169 36308287 36525767 36732373 36797617 37112963 37123837 37210829 37439183 37450057 37504427 37613167 37645789 38037253 38091623 38102497 38820181 39135527 39276889 39624857 39722723 39766219 39853211 40016321 40255549 40342541 40386037 40505651 40994981 41103721 41266831 41462563 41527807 41680043 41690917 41854027 41908397 42071507 43082789 43115411 43441631 43539497 43811347 43909213 44007079 44300677
5441,336,203,485,290,10883,10883,10883 108821 261169 337343 467927 533219 631157 652921 848797 859679 1207903 1251431 1610537 1773767 2002289 2067581 2100227 2285221 2481097 2840203 2970787 3003433 3264601 3275483 3569297 3623707 3754291 3797819 3982813 4276627 4309273 4352801 4407211 4570441 4613969 4635733 4962193 5060131 5071013 5288653 5321299 5560703 5593349 5756579 5908927 6050393 6202741 6344207 6463909 6572729 6627139 6725077 6953599 6964481 7127711 7182121 7508581 7573873 7704457 7878569 7943861 8302967 8368259 8531489 8792657 8847067 8977651 9086471 9238819 9445577 9663217 9837329 9902621 9989677 10065851 10218199 10229081 10327019 10348783 10620833 10936411 11034349 11197579 11295517 11360809 11752561 11894027 11959319 12144313 12601357 12710177 12731941 12840761 12873407 13199867 13493681 13526327 13646029 13656911 13754849 13885433 14364241 14538353 14625409 14636291 14734229 14897459 15049807 15115099 15223919 15387149 15735373 16029187 16225063 16268591 16323001 17639723 17694133 17770307 17835599 17987947 17998829 18129413 18314407 18455873 18477637 18608221 18814979 18999973 19032619 19043501 19522309 19533191 19620247 20120819 20142583 20414633 20447279 20577863 20610509 20708447 20828149 21056671 21165491 21198137 21252547 21415777 21426659 21481069 21720473 21970759 22036051 22079579 22210163 22308101 22406039 22536623 22569269 22634561 22721617 22895729 23113369 23679233 23733643 23842463 24060103 24386563 24517147 24593321 24756551 24789197 24985073 25180949 25235359 25278887 25398589 25637993 26149447 26312677 26377969 26388851 26475907 26617373 26704429 26998243 27030889 27041771 27161473 27302939 27455287 27912331 28217027 28434667 28597897 28630543 28674071 28739363 28869947 28891711 29120233 29250817 29326991 29479339 29653451 29751389 29773153 29936383 30175787 30393427 30458719 30665477 30785179 30883117 31013701 31176931 31242223 31274869 31405453 31644857 31710149 31731913 31840733 31938671 31993081 32167193 32188957 32417479 32624237 33298921 33396859 33821257 33962723 34017133 34093307 34115071 34387121 34419767 34800637 34811519 35301209 35366501 35562377 35845309 35910601 35943247 36073831 36117359 36139123 36280589 36302353 36400291 36563521 36672341 36726751 37325261 37444963 37521137 37553783 37575547 37814951 37967299 38032591 38696393 38718157 38881387 39273139 39730183 39762829 40002233 40089289 40219873 40317811 40328693 40905439 41199253 41275427 41471303 41503949 41634533 41765117 41786881 41982757 42058931 42113341 42603031 42766261 43038311 43484473 44050337 44104747
5443,343,195,493,286,119747,119747,119747 185063 381011 457213 489871 609617 685819 772907 947083 1012399 1164803 1273663 1338979 1426067 1687331 1698217 1719989 1915937 2340491 2482009 2775931 2863019 2971879 2993651 3156941 3429091 3614153 3712127 3755671 3788329 3820987 3842759 3886303 3973391 4082251 4245541 4376173 4430603 4659209 4691867 4985789 5029333 5312369 5845783 6128819 6172363 6596917 6662233 6727549 6912611 7206533 7435139 7511341 7598429 7641973 7957667 8186273 8393107 8512853 8610827 8741459 8817661 8882977 9231329 9329303 9470821 9503479 9634111 9830059 9884489 10080437 10287271 10341701 10613851 10940431 11060177 11354099 11430301 11462959 11484731 11680679 11756881 12039917 12431813 12442699 12693077 12986999 13193833 13280921 13389781 13509527 13574843 13585729 13749019 13836107 13879651 13999397 14097371 14173573 14293319 14325977 14423951 14456609 14598127 14652557 14717873 14815847 14826733 14946479 15349261 15436349 15469007 15545209 15577867 15708499 15741157 15806473 15871789 16285457 16383431 16459633 16514063 16546721 16873301 17047477 17069249 17145451 17265197 17308741 17537347 17689751 17983673 18016331 18146963 18636833 18680377 18898097 18908983 19126703 19235563 19322651 19464169 19779863 20084671 20204417 20378593 20476567 21118841 21608711 21641369 21684913 21717571 22098581 22653767 22827943 22991233 23045663 23089207 23252497 23317813 23372243 23415787 23481103 23579077 23698823 23807683 24090719 24841853 25005143 25114003 25473241 25603873 25701847 25767163 25919567 25984883 25995769 26148173 26191717 26344121 26420323 26452981 26572727 26779561 27138799 27323861 27759301 28085881 28205627 28314487 28597523 29032963 29228911 29359543 29413973 29718781 29751439 29838527 30175993 30230423 30273967 30665863 30785609 30894469 31090417 31373453 31547629 31700033 31906867 32396737 32581799 32625343 32712431 32777747 32821291 32951923 33147871 33267617 33332933 33507109 33703057 33888119 33996979 34182041 34290901 34911403 35031149 35063807 35140009 35782283 35814941 35891143 36250381 36304811 36381013 36478987 36631391 36740251 36957971 37088603 37295437 37611131 38003027 38046571 38558213 38569099 38601757 38656187 39222259 39418207 39483523 39646813 39733901 39744787 39897191 40060481 40191113 40397947 40463263 40583009 40659211 40844273 40855159 40887817 41007563 41116423 41181739 41497433 41530091 41562749 41693381 41921987 41987303 42096163 42292111 42520717 42977929 43337167 43435141 43554887 43848809 43946783 44120959 44142731 44175389 44306021
5449,321,196,484,301,185267,185267,185267 294247 446819 479513 512207 610289 1144291 1438537 1493027 1754579 1863559 2059723 2255887 2288581 2517439 2746297 2844379 2942461 2964257 3204013 3269401 3389279 3498259 3618137 3814301 3923281 4043159 4533569 4631651 4642549 4675243 4904101 5165653 5187449 5449001 5525287 5688757 5874023 5939411 6015697 6070187 6146473 6931129 7051007 7159987 7192681 7421539 7846561 8010031 8162603 8456849 8489543 8522237 8565829 8598523 8718401 8849177 8925463 9121627 9176117 9208811 9481261 9579343 9742813 9829997 10135141 10200529 10418489 10429387 10527469 10581959 10625551 10647347 10723633 10778123 11181349 11214043 11540983 11573677 12194863 12227557 12249353 12489109 12685273 12707069 12914131 13034009 13535317 13622501 13753277 13785971 14112911 14178299 14287279 14385361 14450749 14570627 14614219 14646913 14843077 15170017 15202711 15257201 15486059 15518753 16009163 16020061 16085449 16139939 16368797 17164351 17491291 17513087 17654761 17720149 17807333 17949007 18047089 18199661 18210559 18428519 18755459 18788153 18820847 18951623 19191379 19354849 19409339 19507421 19518319 19681789 19714483 19834361 19899749 19932443 20041423 20172199 20401057 21153019 21349183 21436367 21894083 22003063 22024859 22068451 22090247 22231921 22689637 22711433 23343517 23724947 24215357 24411521 24847441 24869237 25010911 25065401 25076299 25196177 25228871 25272463 25621199 25762873 25784669 25850057 25980833 26144303 26449447 26612917 26700101 26743693 26765489 26994347 27288593 27364879 27419369 27452063 27691819 27909779 27953371 28073249 28105943 28116841 28247617 28280311 28302107 28378393 28607251 28672639 28727129 28868803 28901497 29064967 29086763 29195743 29250233 29718847 29849623 30231053 30405421 30459911 30470809 30721463 30786851 30797749 30863137 31015709 31124689 31320853 31386241 31506119 31680487 31734977 31876651 31942039 32105509 32138203 32268979 32486939 32628613 32694001 32748491 32857471 33075431 33086329 33140819 33696617 33827393 33936373 34121639 34383191 34394089 34481273 34513967 34546661 34557559 34590253 34753723 35200541 35265929 35494787 35701849 35821727 35854421 36061483 36279443 36355729 36748057 36802547 36900629 36944221 37129487 37173079 37336549 37456427 37500019 37532713 37554509 37750673 37892347 37946837 38186593 38251981 38578921 38698799 38807779 39091127 39189209 39254597 39352679 39548843 39853987 40279009 40333499 40529663 40660439 40725827 40856603 41020073 41150849 41619463 42011791 42033587 42131669 42142567 42491303 42523997 42622079 42763753 42850937 42949019 43221469 43254163 43275959 43504817 43537511 43831757 43908043 44071513 44202289 44420249
5471,320,192,472,289,426739,426739,426739 667463 853477 930071 1017607 1159853 1192679 1411519 1509997 1542823 1641301 1838257 1871083 2035213 2068039 2472893 2494777 2735501 2998109 3216949 3392021 3446731 3545209 3621803 3676513 4004773 4114193 4147019 4464337 4529989 4770713 4923901 5033321 5131799 5186509 5284987 5317813 5394407 5416291 5449117 5624189 5646073 5974333 6007159 6236941 6466723 6630853 6674621 6740273 6991939 7057591 7068533 7320199 7528097 7714111 7779763 8053313 8140849 8272153 8370631 8480051 8512877 9005267 9421063 9453889 9628961 9683671 9990047 10121351 10318307 10569973 10974827 11106131 11160841 11434391 11500043 11532869 11653231 11686057 11762651 11828303 12211273 12255041 12506707 12616127 12736489 12966271 13305473 13568081 13721269 13732211 14016703 14060471 14148007 14180833 14213659 14443441 14552861 14946773 15034309 15373511 15428221 15603293 15636119 15800249 15822133 15964379 16095683 16194161 16314523 16620899 17113289 17167999 17211767 17244593 17540027 17824519 17901113 18054301 18251257 18491981 18710821 18776473 18853067 19017197 19039081 19082849 19695601 19706543 19728427 19892557 20034803 20089513 20220817 20330237 20461541 20855453 20888279 20910163 21216539 21544799 21676103 21763639 21927769 22026247 22091899 22365449 22420159 22529579 22628057 22715593 22923491 22989143 23142331 23306461 23404939 23536243 23776967 24061459 24072401 24521023 24564791 25013413 25155659 25549571 25604281 25615223 25866889 26206091 26326453 26359279 26698481 26786017 27114277 27355001 27508189 27617609 27770797 27913043 28077173 28241303 28339781 28886881 28952533 29258909 29641879 29718473 29751299 29816951 29849777 29904487 29915429 30079559 30101443 30178037 30309341 30429703 30528181 30790789 30889267 30922093 31184701 31228469 31491077 31611439 31677091 31786511 31874047 32038177 32147597 32607161 32869769 32935421 33055783 33088609 33132377 33198029 33296507 33416869 33526289 33646651 33854549 33909259 34314113 35233241 35517733 35649037 35725631 35824109 35889761 36108601 36174253 36502513 36546281 36611933 36797947 36940193 36962077 37027729 37071497 37454467 37585771 37684249 37859321 38220407 38417363 38581493 38614319 38734681 38844101 39270839 39325549 39336491 39424027 39533447 39566273 40113373 40386923 40540111 40572937 40704241 40977791 41229457 41262283 41667137 41721847 41798441 41951629 42017281 42159527 42487787 42542497 42673801 42947351 43231843 43308437 43505393 43538219 43592929 43757059 43888363 44052493 44249449 44424521 44479231 44654303 44687129 44752781 44851259
5477,332,199,487,295,76679,76679,76679 109541 142403 262897 690103 733919 920137 1095401 1183033 1358297 1424021 1445929 1522607 1610239 1675963 1741687 1785503 1916951 1949813 2070307 2103169 2168893 2212709 2333203 2497513 2563237 2990443 3067121 3089029 3121891 3165707 3417649 3658637 3746269 3779131 4107751 4206337 4414463 4469233 4480187 4633543 4710221 5038841 5236013 5400323 6024701 6046609 6123287 6178057 6243781 6320459 6440953 6539539 6703849 6977699 7306319 8149777 8182639 8325041 8357903 8544121 8949419 9004189 9069913 9146591 9168499 9738107 9957187 10154359 10220083 10450117 10811599 10888277 11249759 11414069 11644103 12027493 12323251 12454699 12487561 12651871 12728549 12859997 12925721 13013353 13243387 13341973 13451513 13637731 13769179 13878719 13999213 14371649 14722177 14930303 15061751 15083659 15313693 15357509 15412279 15521819 15642313 15740899 15872347 16047611 16200967 16244783 16310507 16376231 16398139 16562449 16595311 16704851 16869161 17022517 17121103 17351137 17383999 17394953 17515447 17526401 17548309 17614033 17712619 18008377 18238411 18446537 18512261 18534169 18676571 18698479 18731341 18895651 19059961 19136639 19158547 19202363 19366673 19991051 20122499 20210131 20242993 20681153 20779739 20834509 21075497 21130267 21294577 21502703 21688921 21765599 21853231 21929909 21951817 22050403 22258529 22609057 22817183 22970539 23211527 23332021 23540147 23573009 23770181 24131663 24197387 24252157 24449329 24460283 24482191 24613639 24810811 24909397 25270879 25413281 25446143 25500913 25632361 25829533 25840487 26497727 26552497 27374047 27406909 27516449 27582173 27702667 27932701 27965563 28206551 28633757 28754251 28798067 29060963 29082871 29214319 29411491 29521031 29816789 30101593 30397351 30725971 30890281 31021729 31098407 31186039 31262717 31427027 31492751 31646107 31689923 31711831 31919957 32040451 32171899 32248577 32303347 32500519 32511473 32577197 32610059 33387793 33398747 33814999 33847861 33880723 33990263 34636549 34800859 34998031 35041847 35140433 35293789 35326651 35655271 35753857 36060569 36345373 36520637 36553499 36772579 37265509 37375049 37791301 37933703 37988473 38098013 38218507 38492357 38777161 38974333 39182459 39215321 39642527 39741113 39839699 40168319 40288813 40365491 40398353 40694111 40825559 40946053 41077501 41208949 41219903 41318489 41449937 41482799 41504707 41614247 41975729 42008591 42205763 42632969 42764417 42928727 43213531 43344979 43421657 43739323 43783139 43903633 44013173 44067943 44111759 44243207 44363701 44440379 44462287 44495149 44506103 44604689 44834723 44955217
5479,336,193,486,291,120539,120539,120539 164371 350657 394489 646523 810893 887599 920473 953347 975263 1271129 1304003 1336877 1643701 1808071 1961483 1972441 2071063 2158727 2202559 2728543 3024409 3254527 3386023 3638057 3747637 3769553 4043503 4295537 4591403 4733857 4788647 4887269 5062597 5095471 5446127 5522833 5610497 5807741 5917321 5983069 6410431 6640549 6859709 6892583 7067911 7188449 7199407 7352819 7517189 7780181 7824013 7911677 8021257 8108921 8119879 8339039 8349997 8404787 8448619 8602031 9106099 9325259 9467713 9522503 9653999 9851243 9884117 10026571 10048487 10158067 10190941 10289563 10344353 10574471 10640219 10804589 10947043 11111413 11166203 11177161 11275783 11308657 11736019 11933263 11955179 12053801 12426373 12481163 12842777 12941399 13149601 13248223 13478341 13664627 13774207 13927619 13938577 15023419 15089167 15352159 15417907 15713773 15779521 16163051 16404127 16754783 16831489 16886279 17028733 17160229 17423221 17478011 17543759 17576633 17850583 17872499 18299861 18398483 18464231 18792971 19395661 19494283 19560031 19910687 20075057 20107931 20316133 20480503 20535293 20699663 20765411 21170857 21587261 21926959 21981749 22124203 22288573 22452943 22540607 22672103 22683061 22814557 22847431 22869347 22913179 23066591 23143297 23241919 23789819 23855567 24293887 24315803 24918493 24973283 24984241 25039031 25137653 25214359 25302023 25466393 25806091 26036209 26200579 26595067 26759437 26781353 26912849 27186799 27384043 27603203 27668951 27800447 28107271 28162061 28238767 28293557 28392179 28425053 28490801 28600381 28666129 28720919 28731877 28764751 28918163 29027743 29082533 29652349 29718097 29772887 29871509 29882467 30342703 30528989 30759107 30890603 30967309 31361797 31416587 31580957 31712453 31789159 32041193 32380891 32709631 33038371 33169867 33257531 33367111 34013633 34090339 34254709 34320457 34375247 34506743 34638239 34747819 34835483 35065601 35164223 35405299 35799787 35887451 35931283 35986073 36128527 36347687 36588763 36807923 36873671 36884629 36950377 36983251 37005167 37169537 37213369 37246243 37596899 37640731 37794143 37805101 37958513 38133841 38396833 38418749 38517371 38780363 38791321 38857069 38889943 39054313 39076229 39120061 39415927 39437843 39635087 39777541 39843289 40007659 40128197 40533643 40588433 40698013 40730887 40950047 40993879 41114417 41355493 42199259 42407461 42429377 42538957 42703327 42736201 42834823 42867697 42922487 43382723 43492303 43952539 44073077 44237447 44347027 44368943 44379901 44445649 44500439 44566187 44829179 44840137
5483,333,203,497,311,109661,109661,109661 328981 471539 603131 800519 1151431 1228193 1326887 1491377 1644901 1710697 1754561 1787459 1842289 1951949 2006779 2138371 2215133 2313827 2445419 2577011 2862127 2960821 3037583 3070481 3092413 3300767 3322699 3596849 3728441 3860033 3914863 3925829 4013557 4408333 4517993 4572823 4671517 4748279 4901803 5099191 5340443 5669423 5724253 5987437 6031301 6261587 6382213 6448009 6480907 6612499 6919547 7138867 7303357 7413017 7478813 7544609 7763929 7840691 8290297 8356093 8465753 8893427 8915359 9046951 9156611 9321101 9507523 9606217 9704911 9770707 9836503 10011959 10308041 10593157 10933103 11086627 11218219 11294981 11481403 11514301 11689757 11821349 11985839 12205159 12402547 12610901 13060507 13071473 13126303 13323691 13652671 13729433 13959719 14047447 14146141 14211937 14310631 14420291 14508019 14551883 15165979 15264673 15429163 15440129 15473027 15604619 15626551 16032293 16152919 16185817 16196783 16262579 16350307 16679287 16690253 16723151 16843777 16975369 17008267 17238553 17271451 17446907 17995207 18159697 18269357 18729929 18762827 18883453 18894419 18993113 19113739 19146637 19519481 19738801 19980053 20045849 20232271 20298067 20341931 20407727 20725741 21021823 21032789 21197279 21230177 21252109 21285007 21515293 21712681 21745579 22041661 22370641 22535131 22710587 22765417 22842179 22897009 22940873 23258887 23324683 23368547 23434343 23554969 24147133 24289691 24476113 24750263 24914753 25112141 25145039 25243733 25364359 25397257 25441121 25561747 25660441 25802999 25857829 26296469 26329367 26680279 26724143 26822837 27009259 27217613 27250511 27864607 28029097 28127791 28423873 28434839 28862513 28895411 28983139 29092799 29388881 29421779 29673997 29717861 29750759 29849453 29904283 30101671 30112637 30134569 30178433 30211331 30331957 30441617 30463549 30507413 31088611 31417591 31593047 32020721 32075551 32086517 32349701 32382599 32876069 32963797 33040559 33095389 33391471 33895907 34016533 34082329 34115227 34224887 34488071 34784153 34937677 35167963 35200861 35266657 35540807 35639501 35727229 35869787 36034277 36089107 36100073 36253597 36549679 36626441 36856727 37076047 37350197 37372129 37448891 37503721 37536619 37580483 37810769 37843667 37997191 38106851 38139749 38161681 38227477 38304239 38501627 38633219 38720947 38786743 38984131 39148621 39159587 39313111 39389873 39707887 39916241 39982037 40365847 40574201 40705793 40859317 40925113 41067671 41648869 41758529 41912053 41923019 42087509 42142339 42251999 42284897 42383591 42405523 42438421 42548081 42767401 42844163 42909959 42942857 43129279 43206041 43721443 43929797 44061389 44225879 44258777 44379403 44390369 44412301 44686451 44752247 44971567 44982533 45015431
5501,339,203,487,305,330061,330061,330061 341063 528097 561103 638117 836153 990181 1155211 1221223 1331243 1496273 1518277 1529279 1694309 1716313 1848337 1881343 1958357 1980361 2013367 2090381 2156393 2189399 2255411 2310421 2805511 2904529 2981543 3311603 3795691 3905711 3938717 4136753 4191763 4224769 4488817 4598837 4620841 4631843 4730861 4851883 5060921 5148937 5313967 5644027 5721041 5952083 6007093 6150119 6172123 6447173 6645209 6876251 6909257 7140299 7371341 7426351 7525369 8119477 8196491 8427533 8460539 8691581 8790599 8955629 9241681 9274687 9406711 9769777 9912803 9967813 10242863 10297873 10539917 10660939 10737953 10836971 10924987 11002001 11123023 11453083 11783143 11816149 11926169 12080197 12377251 12487271 12718313 12971359 13081379 13103383 13345427 14038553 14126569 14225587 14258593 14357611 14632661 14731679 14786689 14885707 14918713 14962721 14995727 15127751 15281779 15512821 15556829 15721859 15776869 15853883 16040917 16315967 16348973 16381979 16436989 16844063 16899073 17031097 17229133 17306147 17394163 17537189 17658211 17669213 17801237 17856247 17922259 18131297 18351337 18494363 18659393 18791417 18879433 19044463 19242499 19308511 19407529 19616567 19737589 19869613 19968631 19979633 20166667 20408711 21123841 21134843 21156847 21266867 21332879 21464903 21552919 22114021 22290053 22477087 22554101 22653119 22785143 22818149 23115203 23269231 23544281 23599291 23863339 23929351 23973359 24127387 24292417 24369431 24424441 24699491 24820513 25029551 25095563 25249591 25392617 25480633 25623659 25645663 26008729 26019731 26173759 26217767 26470813 27097927 27130933 27438989 27560011 27571013 27901073 28121113 28264139 28286143 28451173 29056283 29243317 29276323 29441353 29815421 29969449 30013457 30134479 30145481 30266503 30343517 30398527 30530551 30904619 31256683 31366703 31718767 31751773 31861793 32048827 32191853 32224859 32378887 32686943 32741953 32818967 32840971 32884979 32950991 32983997 33149027 33380069 33402073 33666121 33677123 33710129 33765139 33831151 33842153 34040189 34106201 34139207 34227223 34260229 34557283 34601291 34755319 34832333 35250409 35426441 35481451 35690489 35822513 36449627 36812693 36867703 37131751 37461811 37494817 37736861 37802873 37956901 37967903 38187943 38231951 38264957 38617021 38815057 38991089 39046099 39310147 39343153 39420167 39486179 39618203 39805237 39882251 39970267 40003273 40047281 40300327 40410347 40531369 40740407 40762411 40872431 41125477 41136479 41356519 41422531 41532551 41895617 42357701 42621749 42687761 42907801 43006819 43072831 43116839 43413893 43732951 43842971 43875977 43897981 44063011 44162029 44272049 44426077 44602109 44734133 44998181
5503,351,219,513,318,198109,198109,198109 363199 396217 561307 682373 891487 1045571 1056577 1078589 1155631 1320721 1386757 1408769 1617883 1705931 1716937 1871021 2014099 2168183 2707477 2828543 2839549 2861561 2894579 3103693 3257777 3466891 3587957 3819083 3863107 3918137 3984173 4017191 4050209 4160269 4259323 4292341 4325359 4358377 4479443 4545479 4644533 4688557 5018737 5073767 5337911 5469983 5480989 5514007 5778151 5833181 6064307 6075313 6295433 6405493 6625613 6768691 7186919 7285973 7296979 7396033 7550117 7561123 7594141 7979351 8144441 8342549 8419591 8441603 8474621 8617699 8705747 8716753 8771783 8980897 9035927 9167999 9377113 9641257 10455701 10466707 10488719 10763869 10950971 11061031 11292157 11523283 11688373 12018553 12117607 12139619 12216661 12337727 12469799 12579859 12777967 12844003 12943057 12998087 13163177 13405309 13460339 13570399 13724483 13768507 14087681 14098687 14120699 14219753 14483897 14549933 15023191 15089227 15144257 15155263 15188281 15243311 15309347 15551479 15573491 15584497 15804617 15870653 16013731 16046749 16244857 16343911 16376929 16464977 16630067 16641073 16740127 16872199 17026283 17092319 17202379 17224391 17334451 17565577 17785697 17994811 18126883 18853279 19018369 19205471 19238489 19480621 19513639 19535651 19667723 19810801 20008909 20173999 20273053 20328083 20361101 20394119 20471161 20636251 20669269 20966431 21516731 21593773 21791881 21846911 21879929 21923953 21956971 22188097 22243127 22309163 22353187 22474253 22672361 22815439 23134613 23200649 23233667 23398757 23629883 23960063 24158171 24356279 24400303 24466339 24565393 25214747 25346819 25423861 25478891 25489897 25621969 25654987 25974161 26117239 26909671 27030737 27239851 27371923 27492989 27526007 27735121 27900211 27955241 28021277 28296427 28351457 28362463 28450511 28857733 29187913 29242943 29253949 29474069 29573123 29738213 29749219 29837267 30211471 30497627 30574669 30662717 30838813 31058933 31069939 31124969 31290059 31400119 31433137 31587221 31598227 31730299 31884383 32148527 32225569 32412671 32588767 32654803 33018001 33051019 33106049 33348181 33601319 33678361 33964517 34536829 34635883 35054111 35197189 35230207 35252219 35384291 35791513 35912579 35989621 36022639 36077669 36517909 36671993 36771047 36848089 37233299 37310341 37332353 37376377 37761587 37772593 38025731 38267863 38333899 38465971 38521001 38587037 38686091 38763133 38983253 38994259 39313433 39489529 39544559 39621601 39676631 40072847 40182907 40502081 40667171 40997351 41063387 41129423 41162441 41690729 41800789 42053927 42064933 42285053 42450143 42626239 42659257 42813341 42923401 42989437 43209557 43220563 43275593 43616779 43880923 43979977 44211103 44244121 44310157 44607319 44695367 44739391 44761403 44904481 44970517 44992529 45234661
